#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
245     0.260473351       0.2604408            6.51101999e-05     1.95017e+06     238273          8.13471e-07             
246     0.260538469       0.26050591           6.51264775e-05     1.95498e+06     238626          8.12673e-07             
247     0.260603604       0.260571036          6.51427591e-05     1.95978e+06     238978          8.11875e-07             
248     0.260668755       0.260636179          6.51590448e-05     1.96459e+06     239329          8.11079e-07             
249     0.260733922       0.260701338          6.51753345e-05     1.9694e+06      239679          8.10283e-07             
250     0.260799105       0.260766514          6.51916284e-05     1.97775e+06     240459          8.09488e-07             
251     0.260864305       0.260831705          6.52079263e-05     2.05438e+06     249531          8.08694e-07             
252     0.260929521       0.260896913          6.52242283e-05     2.15724e+06     261768          8.07901e-07             
253     0.260994754       0.260962137          6.52405343e-05     2.26013e+06     273984          8.07108e-07             
254     0.261060002       0.261027378          6.52568445e-05     2.36305e+06     286179          8.06316e-07             
255     0.261125267       0.261092635          6.52731587e-05     2.46599e+06     298352          8.05525e-07             
256     0.261190549       0.261157908          6.5289477e-05      2.56895e+06     310505          8.04734e-07             
257     0.261255846       0.261223197          6.53057993e-05     2.67194e+06     322636          8.03944e-07             
258     0.26132116        0.261288503          6.53221258e-05     2.77496e+06     334747          8.03155e-07             
259     0.26138649        0.261353825          6.53384563e-05     2.878e+06       346836          8.02367e-07             
260     0.261451837       0.261419164          6.53547909e-05     2.98107e+06     358905          8.01579e-07             
261     0.2615172         0.261484519          6.53711296e-05     3.08417e+06     370952          8.00792e-07             
262     0.261582579       0.26154989           6.53874724e-05     3.18729e+06     382979          8.00006e-07             
263     0.261647975       0.261615277          6.54038193e-05     3.29043e+06     394984          7.99221e-07             
264     0.261713387       0.261680681          6.54201702e-05     3.39361e+06     406969          7.98436e-07             
265     0.261778815       0.261746101          6.54365253e-05     3.4968e+06      418933          7.97652e-07             
266     0.26184426        0.261811538          6.54528844e-05     3.60494e+06     431465          7.96869e-07             
267     0.261909721       0.261876991          6.54692476e-05     3.7913e+06      453323          7.96086e-07             
268     0.261975198       0.26194246           6.54856149e-05     4.0048e+06      478382          7.95304e-07             
269     0.262040692       0.262007945          6.55019863e-05     4.21836e+06     503397          7.94523e-07             
270     0.262106202       0.262073447          6.55183618e-05     4.43198e+06     528369          7.93743e-07             
271     0.262171729       0.262138966          6.55347414e-05     4.64565e+06     553298          7.92963e-07             
272     0.262237272       0.2622045            6.55511251e-05     4.85937e+06     578184          7.92184e-07             
273     0.262302831       0.262270052          6.55675129e-05     5.07314e+06     603026          7.91406e-07             
274     0.262368407       0.262335619          6.55839048e-05     5.28697e+06     627826          7.90629e-07             
275     0.262433999       0.262401203          6.56003007e-05     5.50085e+06     652582          7.89852e-07             
276     0.262499608       0.262466803          6.56167008e-05     5.71478e+06     677296          7.89076e-07             
277     0.262565232       0.26253242           6.5633105e-05      5.92877e+06     701966          7.883e-07               
278     0.262630874       0.262598053          6.56495133e-05     6.14281e+06     726594          7.87526e-07             
279     0.262696531       0.262663703          6.56659257e-05     6.3569e+06      751179          7.86752e-07             
280     0.262762206       0.262729369          6.56823421e-05     6.57105e+06     775721          7.85979e-07             
281     0.262827896       0.262795051          6.56987627e-05     6.78525e+06     800221          7.85206e-07             
282     0.262893603       0.26286075           6.57151874e-05     6.98804e+06     823326          7.84434e-07             
283     0.262959327       0.262926465          6.57316162e-05     7.03775e+06     828368          7.83663e-07             
284     0.263025066       0.262992196          6.57480491e-05     7.03957e+06     827768          7.82893e-07             
285     0.263090823       0.263057945          6.57644861e-05     7.04139e+06     827168          7.82123e-07             
286     0.263156595       0.263123709          6.57809272e-05     7.04321e+06     826569          7.81354e-07             
287     0.263222384       0.26318949           6.57973725e-05     7.04504e+06     825970          7.80586e-07             
288     0.26328819        0.263255287          6.58138218e-05     7.04686e+06     825372          7.79819e-07             
289     0.263354012       0.263321101          6.58302753e-05     7.04869e+06     824774          7.79052e-07             
290     0.263419851       0.263386931          6.58467328e-05     7.05051e+06     824176          7.78286e-07             
291     0.263485706       0.263452778          6.58631945e-05     7.05234e+06     823579          7.77521e-07             
292     0.263551577       0.263518641          6.58796603e-05     7.05416e+06     822982          7.76756e-07             
293     0.263617465       0.263584521          6.58961302e-05     7.05599e+06     822385          7.75992e-07             
294     0.263683369       0.263650417          6.59126043e-05     7.05782e+06     821789          7.75229e-07             
295     0.26374929        0.26371633           6.59290824e-05     7.05965e+06     821193          7.74466e-07             
296     0.263815227       0.263782259          6.59455647e-05     7.06147e+06     820598          7.73704e-07             
297     0.263881181       0.263848204          6.59620511e-05     7.0633e+06      820003          7.72943e-07             
298     0.263947152       0.263914166          6.59785416e-05     7.06425e+06     819307          7.72183e-07             
299     0.264013138       0.263980145          6.59950362e-05     7.05522e+06     817454          7.71423e-07             
300     0.264079142       0.26404614           6.6011535e-05      7.04338e+06     815279          7.70664e-07             
301     0.264145161       0.264112152          6.60280379e-05     7.03153e+06     813106          7.69906e-07             
302     0.264211198       0.26417818           6.60445449e-05     7.01967e+06     810937          7.69148e-07             
303     0.264277251       0.264244224          6.6061056e-05      7.00782e+06     808771          7.68392e-07             
304     0.26434332        0.264310285          6.60775713e-05     6.99596e+06     806608          7.67635e-07             
305     0.264409406       0.264376363          6.60940907e-05     6.9841e+06      804448          7.6688e-07              
306     0.264475508       0.264442457          6.61106142e-05     6.97224e+06     802291          7.66125e-07             
307     0.264541627       0.264508567          6.61271419e-05     6.96037e+06     800137          7.65371e-07             
308     0.264607762       0.264574695          6.61436736e-05     6.9485e+06      797986          7.64618e-07             
309     0.264673914       0.264640838          6.61602096e-05     6.93663e+06     795839          7.63865e-07             
310     0.264740083       0.264706998          6.61767496e-05     6.92475e+06     793694          7.63113e-07             
311     0.264806268       0.264773175          6.61932938e-05     6.91287e+06     791553          7.62362e-07             
312     0.264872469       0.264839369          6.62098421e-05     6.90099e+06     789414          7.61611e-07             
313     0.264938687       0.264905578          6.62263946e-05     6.88911e+06     787279          7.60861e-07             
314     0.265004922       0.264971805          6.62429512e-05     6.87337e+06     784707          7.60112e-07             
