# Spectrum of GJ486 at 1 AU (SPHINX)
# WL(nm)	Flux(ergs/cm**2/s/nm)
2.181054e+03	2.946520e+00
2.189778e+03	2.927876e+00
2.198537e+03	2.911658e+00
2.207331e+03	2.813408e+00
2.216161e+03	2.865041e+00
2.225025e+03	2.830314e+00
2.233926e+03	2.812645e+00
2.242861e+03	2.790503e+00
2.251833e+03	2.760679e+00
2.260840e+03	2.722252e+00
2.269883e+03	2.704924e+00
2.278963e+03	2.672650e+00
2.288079e+03	2.648353e+00
2.297231e+03	2.488750e+00
2.306420e+03	2.522038e+00
2.315646e+03	2.496446e+00
2.324908e+03	2.363959e+00
2.334208e+03	2.371704e+00
2.343545e+03	2.372765e+00
2.352919e+03	2.273044e+00
2.362331e+03	2.268729e+00
2.371780e+03	2.269703e+00
2.381267e+03	2.176619e+00
2.390792e+03	2.143142e+00
2.400355e+03	2.121195e+00
2.409957e+03	2.048506e+00
2.419597e+03	2.009175e+00
2.429275e+03	1.963548e+00
2.438992e+03	1.907504e+00
2.448748e+03	1.846729e+00
2.458543e+03	1.801854e+00
2.468377e+03	1.785134e+00
2.478251e+03	1.685933e+00
2.488164e+03	1.679850e+00
2.498116e+03	1.658328e+00
2.508109e+03	1.583325e+00
2.518141e+03	1.575095e+00
2.528214e+03	1.524597e+00
2.538327e+03	1.502039e+00
2.548480e+03	1.494352e+00
2.558674e+03	1.472088e+00
2.568909e+03	1.479380e+00
2.579184e+03	1.432443e+00
2.589501e+03	1.453486e+00
2.599859e+03	1.453403e+00
2.610258e+03	1.459453e+00
2.620699e+03	1.439636e+00
2.631182e+03	1.434206e+00
2.641707e+03	1.438115e+00
2.652274e+03	1.445099e+00
2.662883e+03	1.439654e+00
2.673534e+03	1.374184e+00
2.684229e+03	1.355248e+00
2.694965e+03	1.308460e+00
2.705745e+03	1.295105e+00
2.716568e+03	1.256008e+00
2.727435e+03	1.219417e+00
2.738344e+03	1.199747e+00
2.749298e+03	1.193886e+00
2.760295e+03	1.186372e+00
2.771336e+03	1.151939e+00
2.782421e+03	1.134475e+00
2.793551e+03	1.141647e+00
2.804725e+03	1.094532e+00
2.815944e+03	1.072320e+00
2.827208e+03	1.099105e+00
2.838517e+03	1.049104e+00
2.849871e+03	1.035113e+00
2.861270e+03	1.056752e+00
2.872715e+03	1.017230e+00
2.884206e+03	1.014793e+00
2.895743e+03	1.015209e+00
2.907326e+03	9.701670e-01
2.918955e+03	9.802642e-01
2.930631e+03	9.618638e-01
2.942354e+03	9.315723e-01
2.954123e+03	9.429614e-01
2.965940e+03	9.159545e-01
2.977803e+03	9.237359e-01
2.989715e+03	8.979381e-01
